timestamp,run_id,lineup,player,wins,ties,games,launches_per_game,ships_launched_per_game,static_target_pct,rotating_big_targets_per_game,neutral_target_pct,enemy_target_pct,captures_per_game,losses_per_game,avg_final_production,avg_final_ships,established_quadrants_seen
2026-06-17 01:12:18,20260617-011218-mine-best,mine best,mine,0,0,3,103.667,2876.0,87.46,0.0,24.76,27.33,30.333,31.333,0.0,0.0,3
2026-06-17 01:12:18,20260617-011218-mine-best,mine best,best,3,0,3,83.667,4916.0,74.9,0.0,24.3,33.47,42.0,16.667,74.333,2291.333,4
